t_h,Cbar,V_over_V0,beta
34.9333,0.149295,0.360029,0.266576
34.9500,0.149244,0.360017,0.266576
34.9667,0.149193,0.360008,0.266574
34.9833,0.149142,0.360002,0.266571
35.0000,0.149091,0.360000,0.266566
35.0167,0.149040,0.360000,0.266560
35.0333,0.148989,0.360000,0.266554
35.0500,0.148939,0.360000,0.266549
35.0667,0.148888,0.360000,0.266543
35.0833,0.148838,0.360000,0.266538
35.1000,0.148787,0.360000,0.266532
35.1167,0.148737,0.360000,0.266526
35.1333,0.148686,0.360000,0.266521
35.1500,0.148636,0.360000,0.266515
35.1667,0.148586,0.360000,0.266510
35.1833,0.148535,0.360000,0.266504
35.2000,0.148485,0.360000,0.266498
35.2167,0.148435,0.360000,0.266493
35.2333,0.148385,0.360000,0.266487
35.2500,0.148335,0.360000,0.266482
35.2667,0.148285,0.360000,0.266476
35.2833,0.148235,0.360000,0.266471
35.3000,0.148185,0.360000,0.266465
35.3167,0.148136,0.360000,0.266460
35.3333,0.148086,0.360000,0.266454
35.3500,0.148036,0.360000,0.266449
35.3667,0.147987,0.360000,0.266443
35.3833,0.147937,0.360000,0.266438
35.4000,0.147888,0.360000,0.266432
35.4167,0.147839,0.360000,0.266427
35.4333,0.147789,0.360000,0.266421
35.4500,0.147740,0.360000,0.266416
35.4667,0.147691,0.360000,0.266410
35.4833,0.147642,0.360000,0.266405
35.5000,0.147592,0.360000,0.266399
35.5167,0.147543,0.360000,0.266394
35.5333,0.147494,0.360000,0.266389
35.5500,0.147445,0.360000,0.266383
35.5667,0.147397,0.360000,0.266378
35.5833,0.147348,0.360000,0.266372
35.6000,0.147299,0.360000,0.266367
35.6167,0.147250,0.360000,0.266361
35.6333,0.147202,0.360000,0.266356
35.6500,0.147153,0.360000,0.266351
35.6667,0.147105,0.360000,0.266345
35.6833,0.147056,0.360000,0.266340
35.7000,0.147008,0.360000,0.266335
35.7167,0.146959,0.360000,0.266329
35.7333,0.146911,0.360000,0.266324
35.7500,0.146863,0.360000,0.266319
35.7667,0.146815,0.360000,0.266313
35.7833,0.146766,0.360000,0.266308
35.8000,0.146718,0.360000,0.266303
35.8167,0.146670,0.360000,0.266297
35.8333,0.146622,0.360000,0.266292
35.8500,0.146574,0.360000,0.266287
35.8667,0.146527,0.360000,0.266281
35.8833,0.146479,0.360000,0.266276
35.9000,0.146431,0.360000,0.266271
35.9167,0.146383,0.360000,0.266265
35.9333,0.146336,0.360000,0.266260
35.9500,0.146288,0.360000,0.266255
35.9667,0.146241,0.360000,0.266250
35.9833,0.146193,0.360000,0.266244
36.0000,0.146146,0.360000,0.266239
36.0167,0.146098,0.360000,0.266234
36.0333,0.146051,0.360000,0.266229
36.0500,0.146004,0.360000,0.266223
36.0667,0.145957,0.360000,0.266218
36.0833,0.145909,0.360000,0.266213
36.1000,0.145862,0.360000,0.266208
36.1167,0.145815,0.360000,0.266203
36.1333,0.145768,0.360000,0.266197
36.1500,0.145721,0.360000,0.266192
36.1667,0.145674,0.360000,0.266187
36.1833,0.145628,0.360000,0.266182
36.2000,0.145581,0.360000,0.266177
36.2167,0.145534,0.360000,0.266171
36.2333,0.145488,0.360000,0.266166
36.2500,0.145441,0.360000,0.266161
36.2667,0.145394,0.360000,0.266156
36.2833,0.145348,0.360000,0.266151
36.3000,0.145301,0.360000,0.266146
36.3167,0.145255,0.360000,0.266140
36.3333,0.145209,0.360000,0.266135
36.3500,0.145162,0.360000,0.266130
36.3667,0.145116,0.360000,0.266125
36.3833,0.145070,0.360000,0.266120
36.4000,0.145024,0.360000,0.266115
36.4167,0.144978,0.360000,0.266110
36.4333,0.144932,0.360000,0.266105
36.4500,0.144886,0.360000,0.266100
36.4667,0.144840,0.360000,0.266095
36.4833,0.144794,0.360000,0.266089
36.5000,0.144748,0.360000,0.266084
36.5167,0.144702,0.360000,0.266079
36.5333,0.144657,0.360000,0.266074
36.5500,0.144611,0.360000,0.266069
36.5667,0.144565,0.360000,0.266064
36.5833,0.144520,0.360000,0.266059
36.6000,0.144474,0.360000,0.266054
36.6167,0.144429,0.360000,0.266049
36.6333,0.144383,0.360000,0.266044
36.6500,0.144338,0.360000,0.266039
36.6667,0.144293,0.360000,0.266034
36.6833,0.144247,0.360000,0.266029
36.7000,0.144202,0.360000,0.266024
36.7167,0.144157,0.360000,0.266019
36.7333,0.144112,0.360000,0.266014
36.7500,0.144067,0.360000,0.266009
36.7667,0.144022,0.360000,0.266004
36.7833,0.143977,0.360000,0.265999
36.8000,0.143932,0.360000,0.265994
36.8167,0.143887,0.360000,0.265989
36.8333,0.143842,0.360000,0.265984
36.8500,0.143798,0.360000,0.265979
36.8667,0.143753,0.360000,0.265974
36.8833,0.143708,0.360000,0.265969
36.9000,0.143664,0.360000,0.265964
36.9167,0.143619,0.360000,0.265960
36.9333,0.143575,0.360000,0.265955
36.9500,0.143530,0.360000,0.265950
36.9667,0.143486,0.360000,0.265945
36.9833,0.143441,0.360000,0.265940
37.0000,0.143397,0.360000,0.265935
37.0167,0.143353,0.360000,0.265930
37.0333,0.143309,0.360000,0.265925
37.0500,0.143265,0.360000,0.265920
37.0667,0.143220,0.360000,0.265916
37.0833,0.143176,0.360000,0.265911
37.1000,0.143132,0.360000,0.265906
37.1167,0.143088,0.360000,0.265901
37.1333,0.143044,0.360000,0.265896
37.1500,0.143001,0.360000,0.265891
37.1667,0.142957,0.360000,0.265886
37.1833,0.142913,0.360000,0.265882
37.2000,0.142869,0.360000,0.265877
37.2167,0.142826,0.360000,0.265872
37.2333,0.142782,0.360000,0.265867
37.2500,0.142738,0.360000,0.265862
37.2667,0.142695,0.360000,0.265857
37.2833,0.142651,0.360000,0.265853
37.3000,0.142608,0.360000,0.265848
37.3167,0.142565,0.360000,0.265843
37.3333,0.142521,0.360000,0.265838
37.3500,0.142478,0.360000,0.265833
37.3667,0.142435,0.360000,0.265829
37.3833,0.142392,0.360000,0.265824
37.4000,0.142348,0.360000,0.265819
37.4167,0.142305,0.360000,0.265814
37.4333,0.142262,0.360000,0.265810
37.4500,0.142219,0.360000,0.265805
37.4667,0.142176,0.360000,0.265800
37.4833,0.142133,0.360000,0.265795
37.5000,0.142091,0.360000,0.265791
37.5167,0.142048,0.360000,0.265786
37.5333,0.142005,0.360000,0.265781
37.5500,0.141962,0.360000,0.265777
37.5667,0.141920,0.360000,0.265772
37.5833,0.141877,0.360000,0.265767
37.6000,0.141834,0.360000,0.265762
37.6167,0.141792,0.360000,0.265758
37.6333,0.141749,0.360000,0.265753
37.6500,0.141707,0.360000,0.265748
37.6667,0.141664,0.360000,0.265744
37.6833,0.141622,0.360000,0.265739
37.7000,0.141580,0.360000,0.265734
37.7167,0.141538,0.360000,0.265730
37.7333,0.141495,0.360000,0.265725
37.7500,0.141453,0.360000,0.265720
37.7667,0.141411,0.360000,0.265716
37.7833,0.141369,0.360000,0.265711
37.8000,0.141327,0.360000,0.265706
37.8167,0.141285,0.360000,0.265702
37.8333,0.141243,0.360000,0.265697
37.8500,0.141201,0.360000,0.265693
37.8667,0.141159,0.360000,0.265688
37.8833,0.141117,0.360000,0.265683
37.9000,0.141076,0.360000,0.265679
37.9167,0.141034,0.360000,0.265674
37.9333,0.140992,0.360000,0.265670
37.9500,0.140951,0.360000,0.265665
37.9667,0.140909,0.360000,0.265660
37.9833,0.140868,0.360000,0.265656
38.0000,0.140826,0.360000,0.265651
38.0167,0.140785,0.360000,0.265647
38.0333,0.140743,0.360000,0.265642
38.0500,0.140702,0.360000,0.265638
38.0667,0.140660,0.360000,0.265633
38.0833,0.140619,0.360000,0.265628
38.1000,0.140578,0.360000,0.265624
38.1167,0.140537,0.360000,0.265619
38.1333,0.140496,0.360000,0.265615
38.1500,0.140455,0.360000,0.265610
38.1667,0.140414,0.360000,0.265606
38.1833,0.140372,0.360000,0.265601
38.2000,0.140332,0.360000,0.265597
38.2167,0.140291,0.360000,0.265592
38.2333,0.140250,0.360000,0.265588
38.2500,0.140209,0.360000,0.265583
38.2667,0.140168,0.360000,0.265579
38.2833,0.140127,0.360000,0.265574
38.3000,0.140087,0.360000,0.265570
38.3167,0.140046,0.360000,0.265565
38.3333,0.140005,0.360000,0.265561
38.3500,0.139965,0.360000,0.265556
38.3667,0.139924,0.360000,0.265552
38.3833,0.139884,0.360000,0.265547
38.4000,0.139843,0.360000,0.265543
38.4167,0.139803,0.360000,0.265538
38.4333,0.139763,0.360000,0.265534
38.4500,0.139722,0.360000,0.265530
38.4667,0.139682,0.360000,0.265525
38.4833,0.139642,0.360000,0.265521
38.5000,0.139602,0.360000,0.265516
38.5167,0.139561,0.360000,0.265512
38.5333,0.139521,0.360000,0.265507
38.5500,0.139481,0.360000,0.265503
38.5667,0.139441,0.360000,0.265499
38.5833,0.139401,0.360000,0.265494
38.6000,0.139361,0.360000,0.265490
38.6167,0.139321,0.360000,0.265485
38.6333,0.139282,0.360000,0.265481
38.6500,0.139242,0.360000,0.265477
38.6667,0.139202,0.360000,0.265472
38.6833,0.139162,0.360000,0.265468
38.7000,0.139123,0.360000,0.265464
38.7167,0.139083,0.360000,0.265459
38.7333,0.139043,0.360000,0.265455
38.7500,0.139004,0.360000,0.265450
38.7667,0.138964,0.360000,0.265446
38.7833,0.138925,0.360000,0.265442
38.8000,0.138885,0.360000,0.265437
38.8167,0.138846,0.360000,0.265433
38.8333,0.138807,0.360000,0.265429
38.8500,0.138767,0.360000,0.265424
38.8667,0.138728,0.360000,0.265420
38.8833,0.138689,0.360000,0.265416
38.9000,0.138650,0.360000,0.265411
38.9167,0.138610,0.360000,0.265407
38.9333,0.138571,0.360000,0.265403
38.9500,0.138532,0.360000,0.265399
38.9667,0.138493,0.360000,0.265394
38.9833,0.138454,0.360000,0.265390
39.0000,0.138415,0.360000,0.265386
39.0167,0.138376,0.360000,0.265381
39.0333,0.138337,0.360000,0.265377
39.0500,0.138299,0.360000,0.265373
39.0667,0.138260,0.360000,0.265369
39.0833,0.138221,0.360000,0.265364
39.1000,0.138182,0.360000,0.265360
39.1167,0.138144,0.360000,0.265356
39.1333,0.138105,0.360000,0.265352
39.1500,0.138067,0.360000,0.265347
39.1667,0.138028,0.360000,0.265343
39.1833,0.137989,0.360000,0.265339
39.2000,0.137951,0.360000,0.265335
39.2167,0.137913,0.360000,0.265330
39.2333,0.137874,0.360000,0.265326
39.2500,0.137836,0.360000,0.265322
39.2667,0.137798,0.360000,0.265318
39.2833,0.137759,0.360000,0.265313
39.3000,0.137721,0.360000,0.265309
39.3167,0.137683,0.360000,0.265305
39.3333,0.137645,0.360000,0.265301
39.3500,0.137607,0.360000,0.265297
39.3667,0.137568,0.360000,0.265293
39.3833,0.137530,0.360000,0.265288
39.4000,0.137492,0.360000,0.265284
39.4167,0.137454,0.360000,0.265280
39.4333,0.137417,0.360000,0.265276
39.4500,0.137379,0.360000,0.265272
39.4667,0.137341,0.360000,0.265267
39.4833,0.137303,0.360000,0.265263
39.5000,0.137265,0.360000,0.265259
39.5167,0.137228,0.360000,0.265255
39.5333,0.137190,0.360000,0.265251
39.5500,0.137152,0.360000,0.265247
39.5667,0.137115,0.360000,0.265243
39.5833,0.137077,0.360000,0.265238
39.6000,0.137039,0.360000,0.265234
39.6167,0.137002,0.360000,0.265230
39.6333,0.136965,0.360000,0.265226
39.6500,0.136927,0.360000,0.265222
39.6667,0.136890,0.360000,0.265218
39.6833,0.136852,0.360000,0.265214
39.7000,0.136815,0.360000,0.265210
39.7167,0.136778,0.360000,0.265206
39.7333,0.136741,0.360000,0.265201
39.7500,0.136703,0.360000,0.265197
39.7667,0.136666,0.360000,0.265193
39.7833,0.136629,0.360000,0.265189
39.8000,0.136592,0.360000,0.265185
39.8167,0.136555,0.360000,0.265181
39.8333,0.136518,0.360000,0.265177
39.8500,0.136481,0.360000,0.265173
39.8667,0.136444,0.360000,0.265169
39.8833,0.136407,0.360000,0.265165
39.9000,0.136370,0.360000,0.265161
39.9167,0.136333,0.360000,0.265157
39.9333,0.136297,0.360000,0.265153
39.9500,0.136260,0.360000,0.265149
39.9667,0.136223,0.360000,0.265145
39.9833,0.136187,0.360000,0.265141
40.0000,0.136150,0.360000,0.265137
40.0167,0.136113,0.360000,0.265133
40.0333,0.136077,0.360000,0.265129
40.0500,0.136040,0.360000,0.265125
40.0667,0.136004,0.360000,0.265121
40.0833,0.135967,0.360000,0.265117
40.1000,0.135931,0.360000,0.265113
40.1167,0.135894,0.360000,0.265109
40.1333,0.135858,0.360000,0.265105
40.1500,0.135822,0.360000,0.265101
40.1667,0.135786,0.360000,0.265097
40.1833,0.135749,0.360000,0.265093
40.2000,0.135713,0.360000,0.265089
40.2167,0.135677,0.360000,0.265085
40.2333,0.135641,0.360000,0.265081
40.2500,0.135605,0.360000,0.265077
40.2667,0.135569,0.360000,0.265073
40.2833,0.135533,0.360000,0.265069
40.3000,0.135497,0.360000,0.265065
40.3167,0.135461,0.360000,0.265061
40.3333,0.135425,0.360000,0.265057
40.3500,0.135389,0.360000,0.265053
40.3667,0.135353,0.360000,0.265049
40.3833,0.135317,0.360000,0.265045
40.4000,0.135282,0.360000,0.265041
40.4167,0.135246,0.360000,0.265037
40.4333,0.135210,0.360000,0.265033
40.4500,0.135174,0.360000,0.265029
40.4667,0.135139,0.360000,0.265026
40.4833,0.135103,0.360000,0.265022
40.5000,0.135068,0.360000,0.265018
40.5167,0.135032,0.360000,0.265014
40.5333,0.134997,0.360000,0.265010
40.5500,0.134961,0.360000,0.265006
40.5667,0.134926,0.360000,0.265002
40.5833,0.134890,0.360000,0.264998
40.6000,0.134855,0.360000,0.264994
40.6167,0.134820,0.360000,0.264991
40.6333,0.134784,0.360000,0.264987
40.6500,0.134749,0.360000,0.264983
40.6667,0.134714,0.360000,0.264979
40.6833,0.134679,0.360000,0.264975
40.7000,0.134644,0.360000,0.264971
40.7167,0.134609,0.360000,0.264967
40.7333,0.134573,0.360000,0.264964
40.7500,0.134538,0.360000,0.264960
40.7667,0.134503,0.360000,0.264956
40.7833,0.134468,0.360000,0.264952
40.8000,0.134434,0.360000,0.264948
40.8167,0.134399,0.360000,0.264944
40.8333,0.134364,0.360000,0.264941
40.8500,0.134329,0.360000,0.264937
40.8667,0.134294,0.360000,0.264933
40.8833,0.134259,0.360000,0.264929
40.9000,0.134225,0.360000,0.264925
40.9167,0.134190,0.360000,0.264921
40.9333,0.134155,0.360000,0.264918
40.9500,0.134121,0.360000,0.264914
40.9667,0.134086,0.360000,0.264910
40.9833,0.134051,0.360000,0.264906
41.0000,0.134017,0.360000,0.264903
41.0167,0.133982,0.360000,0.264899
41.0333,0.133948,0.360000,0.264895
41.0500,0.133914,0.360000,0.264891
41.0667,0.133879,0.360000,0.264887
41.0833,0.133845,0.360000,0.264884
41.1000,0.133810,0.360000,0.264880
41.1167,0.133776,0.360000,0.264876
41.1333,0.133742,0.360000,0.264872
41.1500,0.133708,0.360000,0.264869
41.1667,0.133673,0.360000,0.264865
41.1833,0.133639,0.360000,0.264861
41.2000,0.133605,0.360000,0.264857
41.2167,0.133571,0.360000,0.264854
41.2333,0.133537,0.360000,0.264850
41.2500,0.133503,0.360000,0.264846
41.2667,0.133469,0.360000,0.264842
41.2833,0.133435,0.360000,0.264839
41.3000,0.133401,0.360000,0.264835
41.3167,0.133367,0.360000,0.264831
41.3333,0.133333,0.360000,0.264828
41.3500,0.133299,0.360000,0.264824
41.3667,0.133266,0.360000,0.264820
41.3833,0.133232,0.360000,0.264816
41.4000,0.133198,0.360000,0.264813
41.4167,0.133164,0.360000,0.264809
41.4333,0.133131,0.360000,0.264805
41.4500,0.133097,0.360000,0.264802
41.4667,0.133063,0.360000,0.264798
41.4833,0.133030,0.360000,0.264794
41.5000,0.132996,0.360000,0.264791
41.5167,0.132963,0.360000,0.264787
41.5333,0.132929,0.360000,0.264783
41.5500,0.132896,0.360000,0.264780
41.5667,0.132863,0.360000,0.264776
41.5833,0.132829,0.360000,0.264772
41.6000,0.132796,0.360000,0.264769
41.6167,0.132762,0.360000,0.264765
41.6333,0.132729,0.360000,0.264761
41.6500,0.132696,0.360000,0.264758
41.6667,0.132663,0.360000,0.264754
41.6833,0.132629,0.360000,0.264750
41.7000,0.132596,0.360000,0.264747
41.7167,0.132563,0.360000,0.264743
41.7333,0.132530,0.360000,0.264740
41.7500,0.132497,0.360000,0.264736
41.7667,0.132464,0.360000,0.264732
41.7833,0.132431,0.360000,0.264729
41.8000,0.132398,0.360000,0.264725
41.8167,0.132365,0.360000,0.264722
41.8333,0.132332,0.360000,0.264718
41.8500,0.132299,0.360000,0.264714
41.8667,0.132266,0.360000,0.264711
41.8833,0.132234,0.360000,0.264707
41.9000,0.132201,0.360000,0.264704
41.9167,0.132168,0.360000,0.264700
41.9333,0.132135,0.360000,0.264696
41.9500,0.132103,0.360000,0.264693
41.9667,0.132070,0.360000,0.264689
41.9833,0.132037,0.360000,0.264686
42.0000,0.132005,0.360000,0.264682
42.0167,0.131972,0.360000,0.264678
42.0333,0.131940,0.360000,0.264675
42.0500,0.131907,0.360000,0.264671
42.0667,0.131875,0.360000,0.264668
42.0833,0.131842,0.360000,0.264664
42.1000,0.131810,0.360000,0.264661
42.1167,0.131777,0.360000,0.264657
42.1333,0.131745,0.360000,0.264654
42.1500,0.131713,0.360000,0.264650
42.1667,0.131680,0.360000,0.264647
42.1833,0.131648,0.360000,0.264643
42.2000,0.131616,0.360000,0.264640
42.2167,0.131584,0.360000,0.264636
42.2333,0.131551,0.360000,0.264632
42.2500,0.131519,0.360000,0.264629
42.2667,0.131487,0.360000,0.264625
42.2833,0.131455,0.360000,0.264622
42.3000,0.131423,0.360000,0.264618
42.3167,0.131391,0.360000,0.264615
42.3333,0.131359,0.360000,0.264611
42.3500,0.131327,0.360000,0.264608
42.3667,0.131295,0.360000,0.264604
42.3833,0.131263,0.360000,0.264601
42.4000,0.131231,0.360000,0.264597
42.4167,0.131199,0.360000,0.264594
42.4333,0.131168,0.360000,0.264590
42.4500,0.131136,0.360000,0.264587
42.4667,0.131104,0.360000,0.264584
42.4833,0.131072,0.360000,0.264580
42.5000,0.131041,0.360000,0.264577
42.5167,0.131009,0.360000,0.264573
42.5333,0.130977,0.360000,0.264570
42.5500,0.130946,0.360000,0.264566
42.5667,0.130914,0.360000,0.264563
42.5833,0.130882,0.360000,0.264559
42.6000,0.130851,0.360000,0.264556
42.6167,0.130819,0.360000,0.264552
42.6333,0.130788,0.360000,0.264549
42.6500,0.130756,0.360000,0.264546
42.6667,0.130725,0.360000,0.264542
42.6833,0.130694,0.360000,0.264539
42.7000,0.130662,0.360000,0.264535
42.7167,0.130631,0.360000,0.264532
42.7333,0.130600,0.360000,0.264528
42.7500,0.130568,0.360000,0.264525
42.7667,0.130537,0.360000,0.264522
42.7833,0.130506,0.360000,0.264518
42.8000,0.130475,0.360000,0.264515
42.8167,0.130444,0.360000,0.264511
42.8333,0.130412,0.360000,0.264508
42.8500,0.130381,0.360000,0.264504
42.8667,0.130350,0.360000,0.264501
42.8833,0.130319,0.360000,0.264498
42.9000,0.130288,0.360000,0.264494
42.9167,0.130257,0.360000,0.264491
42.9333,0.130226,0.360000,0.264488
42.9500,0.130195,0.360000,0.264484
42.9667,0.130164,0.360000,0.264481
42.9833,0.130134,0.360000,0.264477
43.0000,0.130103,0.360000,0.264474
43.0167,0.130072,0.360000,0.264471
43.0333,0.130041,0.360000,0.264467
43.0500,0.130010,0.360000,0.264464
43.0667,0.129980,0.360000,0.264461
43.0833,0.129949,0.360000,0.264457
43.1000,0.129918,0.360000,0.264454
43.1167,0.129888,0.360000,0.264451
43.1333,0.129857,0.360000,0.264447
43.1500,0.129826,0.360000,0.264444
43.1667,0.129796,0.360000,0.264441
43.1833,0.129765,0.360000,0.264437
43.2000,0.129735,0.360000,0.264434
43.2167,0.129704,0.360000,0.264431
43.2333,0.129674,0.360000,0.264427
43.2500,0.129643,0.360000,0.264424
43.2667,0.129613,0.360000,0.264421
43.2833,0.129583,0.360000,0.264417
43.3000,0.129552,0.360000,0.264414
43.3167,0.129522,0.360000,0.264411
43.3333,0.129492,0.360000,0.264407
43.3500,0.129461,0.360000,0.264404
43.3667,0.129431,0.360000,0.264401
43.3833,0.129401,0.360000,0.264397
43.4000,0.129371,0.360000,0.264394
43.4167,0.129341,0.360000,0.264391
43.4333,0.129311,0.360000,0.264387
43.4500,0.129280,0.360000,0.264384
43.4667,0.129250,0.360000,0.264381
43.4833,0.129220,0.360000,0.264378
43.5000,0.129190,0.360000,0.264374
43.5167,0.129160,0.360000,0.264371
43.5333,0.129130,0.360000,0.264368
43.5500,0.129100,0.360000,0.264365
43.5667,0.129071,0.360000,0.264361
43.5833,0.129041,0.360000,0.264358
43.6000,0.129011,0.360000,0.264355
43.6167,0.128981,0.360000,0.264351
43.6333,0.128951,0.360000,0.264348
43.6500,0.128921,0.360000,0.264345
43.6667,0.128892,0.360000,0.264342
43.6833,0.128862,0.360000,0.264338
43.7000,0.128832,0.360000,0.264335
43.7167,0.128803,0.360000,0.264332
43.7333,0.128773,0.360000,0.264329
43.7500,0.128743,0.360000,0.264326
43.7667,0.128714,0.360000,0.264322
43.7833,0.128684,0.360000,0.264319
43.8000,0.128655,0.360000,0.264316
43.8167,0.128625,0.360000,0.264313
43.8333,0.128596,0.360000,0.264309
43.8500,0.128566,0.360000,0.264306
43.8667,0.128537,0.360000,0.264303
43.8833,0.128507,0.360000,0.264300
43.9000,0.128478,0.360000,0.264297
43.9167,0.128449,0.360000,0.264293
43.9333,0.128419,0.360000,0.264290
43.9500,0.128390,0.360000,0.264287
43.9667,0.128361,0.360000,0.264284
43.9833,0.128331,0.360000,0.264281
44.0000,0.128302,0.360000,0.264277
44.0167,0.128273,0.360000,0.264274
44.0333,0.128244,0.360000,0.264271
44.0500,0.128215,0.360000,0.264268
44.0667,0.128186,0.360000,0.264265
44.0833,0.128156,0.360000,0.264261
44.1000,0.128127,0.360000,0.264258
44.1167,0.128098,0.360000,0.264255
44.1333,0.128069,0.360000,0.264252
44.1500,0.128040,0.360000,0.264249
44.1667,0.128011,0.360000,0.264246
44.1833,0.127982,0.360000,0.264243
44.2000,0.127953,0.360000,0.264239
44.2167,0.127925,0.360000,0.264236
44.2333,0.127896,0.360000,0.264233
44.2500,0.127867,0.360000,0.264230
44.2667,0.127838,0.360000,0.264227
44.2833,0.127809,0.360000,0.264224
44.3000,0.127781,0.360000,0.264220
44.3167,0.127752,0.360000,0.264217
44.3333,0.127723,0.360000,0.264214
44.3500,0.127694,0.360000,0.264211
44.3667,0.127666,0.360000,0.264208
44.3833,0.127637,0.360000,0.264205
44.4000,0.127608,0.360000,0.264202
44.4167,0.127580,0.360000,0.264199
44.4333,0.127551,0.360000,0.264195
44.4500,0.127523,0.360000,0.264192
44.4667,0.127494,0.360000,0.264189
44.4833,0.127466,0.360000,0.264186
44.5000,0.127437,0.360000,0.264183
44.5167,0.127409,0.360000,0.264180
44.5333,0.127380,0.360000,0.264177
44.5500,0.127352,0.360000,0.264174
44.5667,0.127324,0.360000,0.264171
44.5833,0.127295,0.360000,0.264168
44.6000,0.127267,0.360000,0.264164
44.6167,0.127239,0.360000,0.264161
44.6333,0.127210,0.360000,0.264158
44.6500,0.127182,0.360000,0.264155
44.6667,0.127154,0.360000,0.264152
44.6833,0.127126,0.360000,0.264149
44.7000,0.127098,0.360000,0.264146
44.7167,0.127069,0.360000,0.264143
44.7333,0.127041,0.360000,0.264140
44.7500,0.127013,0.360000,0.264137
44.7667,0.126985,0.360000,0.264134
44.7833,0.126957,0.360000,0.264131
44.8000,0.126929,0.360000,0.264128
44.8167,0.126901,0.360000,0.264125
44.8333,0.126873,0.360000,0.264122
44.8500,0.126845,0.360000,0.264118
44.8667,0.126817,0.360000,0.264115
44.8833,0.126789,0.360000,0.264112
44.9000,0.126761,0.360000,0.264109
44.9167,0.126734,0.360000,0.264106
44.9333,0.126706,0.360000,0.264103
44.9500,0.126678,0.360000,0.264100
44.9667,0.126650,0.360000,0.264097
44.9833,0.126622,0.360000,0.264094
45.0000,0.126595,0.360000,0.264091
45.0167,0.126567,0.360000,0.264088
45.0333,0.126539,0.360000,0.264085
45.0500,0.126512,0.360000,0.264082
45.0667,0.126484,0.360000,0.264079
45.0833,0.126456,0.360000,0.264076
45.1000,0.126429,0.360000,0.264073
45.1167,0.126401,0.360000,0.264070
45.1333,0.126374,0.360000,0.264067
45.1500,0.126346,0.360000,0.264064
45.1667,0.126319,0.360000,0.264061
45.1833,0.126291,0.360000,0.264058
45.2000,0.126264,0.360000,0.264055
45.2167,0.126236,0.360000,0.264052
45.2333,0.126209,0.360000,0.264049
45.2500,0.126181,0.360000,0.264046
45.2667,0.126154,0.360000,0.264043
45.2833,0.126127,0.360000,0.264040
45.3000,0.126099,0.360000,0.264037
45.3167,0.126072,0.360000,0.264034
45.3333,0.126045,0.360000,0.264031
45.3500,0.126018,0.360000,0.264028
45.3667,0.125990,0.360000,0.264025
45.3833,0.125963,0.360000,0.264022
45.4000,0.125936,0.360000,0.264019
45.4167,0.125909,0.360000,0.264016
45.4333,0.125882,0.360000,0.264014
45.4500,0.125855,0.360000,0.264011
45.4667,0.125828,0.360000,0.264008
45.4833,0.125801,0.360000,0.264005
45.5000,0.125774,0.360000,0.264002
45.5167,0.125747,0.360000,0.263999
45.5333,0.125720,0.360000,0.263996
45.5500,0.125693,0.360000,0.263993
45.5667,0.125666,0.360000,0.263990
45.5833,0.125639,0.360000,0.263987
45.6000,0.125612,0.360000,0.263984
45.6167,0.125585,0.360000,0.263981
45.6333,0.125558,0.360000,0.263978
45.6500,0.125531,0.360000,0.263975
45.6667,0.125504,0.360000,0.263972
45.6833,0.125478,0.360000,0.263970
45.7000,0.125451,0.360000,0.263967
45.7167,0.125424,0.360000,0.263964
45.7333,0.125397,0.360000,0.263961
45.7500,0.125371,0.360000,0.263958
45.7667,0.125344,0.360000,0.263955
45.7833,0.125317,0.360000,0.263952
45.8000,0.125291,0.360000,0.263949
45.8167,0.125264,0.360000,0.263946
45.8333,0.125238,0.360000,0.263943
45.8500,0.125211,0.360000,0.263940
45.8667,0.125184,0.360000,0.263938
45.8833,0.125158,0.360000,0.263935
45.9000,0.125131,0.360000,0.263932
45.9167,0.125105,0.360000,0.263929
45.9333,0.125079,0.360000,0.263926
45.9500,0.125052,0.360000,0.263923
45.9667,0.125026,0.360000,0.263920
45.9833,0.124999,0.360000,0.263917
46.0000,0.124973,0.360000,0.263915
46.0167,0.124947,0.360000,0.263912
46.0333,0.124920,0.360000,0.263909
46.0500,0.124894,0.360000,0.263906
46.0667,0.124868,0.360000,0.263903
46.0833,0.124841,0.360000,0.263900
46.1000,0.124815,0.360000,0.263897
46.1167,0.124789,0.360000,0.263895
46.1333,0.124763,0.360000,0.263892
46.1500,0.124737,0.360000,0.263889
46.1667,0.124711,0.360000,0.263886
46.1833,0.124684,0.360000,0.263883
46.2000,0.124658,0.360000,0.263880
46.2167,0.124632,0.360000,0.263878
46.2333,0.124606,0.360000,0.263875
46.2500,0.124580,0.360000,0.263872
46.2667,0.124554,0.360000,0.263869
46.2833,0.124528,0.360000,0.263866
46.3000,0.124502,0.360000,0.263863
46.3167,0.124476,0.360000,0.263861
46.3333,0.124450,0.360000,0.263858
46.3500,0.124424,0.360000,0.263855
46.3667,0.124399,0.360000,0.263852
46.3833,0.124373,0.360000,0.263849
46.4000,0.124347,0.360000,0.263846
46.4167,0.124321,0.360000,0.263844
46.4333,0.124295,0.360000,0.263841
46.4500,0.124269,0.360000,0.263838
46.4667,0.124244,0.360000,0.263835
46.4833,0.124218,0.360000,0.263832
46.5000,0.124192,0.360000,0.263830
46.5167,0.124167,0.360000,0.263827
46.5333,0.124141,0.360000,0.263824
46.5500,0.124115,0.360000,0.263821
46.5667,0.124090,0.360000,0.263818
